Address,LP Amount
0xd1bca2887fdc97528c3b29ece656b71992066113,3522539622213480960
0xf23cc2e3b34eb505ce5b82b601ea84ddccbcc89d,74293562941229776896
0x30d4c0a32e013e84de5bfbf6c3994482c4014d9e,310486706700816875520
0x5f9ee29d0bb5ef7605766cf28c8d93fc970cac71,67083793532647366656
0x1f7426a4915771b79dad62fa9910b95b6842edfb,17621847564631597056
0x0e83a3656394bec2d91141ca5ebaeb436c515e79,4382588257247421952
0x38c95a039171c17ff0bf25692798659062061068,4016610114679787008
0xd879dd8933ae3ca71bd60ece2a13636c0c916d35,1436464209577965056
0xb37db350bac8b0751141d567b5ad0e1140cbed75,850899181469750016
0x1ea577fab6c32d0fbbb4841bb8c7142a71fbb46e,34648980647590780928
0x554d9fda5df38ce610804764a8763f3da4181606,6871239626707335168
0x9d00774e6f6a224008862ab3d756c6ae5c742e05,7813633343818992640
0x6d93ab5743ad9fad6ff3c33e3ae60755b8913a08,177316410074018840576
0x52c97e408b0b8afa95aa0f7e04dcc6cea33be13c,1436464209577965056
0x7754d8b057cc1d2d857d897461dac6c3235b4aae,24906523549544019394560
0x1042323f44beca53bf2e26bf5067135f754b191e,3559137436470244864
0xe193296730813a276d32d7971abab8719146e288,18298907128381720
0xdb6abcfe6913c1b296df2970d3b57a9b431d1680,21550000762252785876992
0xb005c17d739e5ceec5769e73390ac714672d7550,9149453564190860
0x86bb1f0c21a1b8dad85089357ce5b42a581ba8ac,1372106953207446503424
0x411d20d599e6a448ba71a37c965fd2ac4033031d,44182711261477658624
0x9a486b25c645b0ae4d1c81aa6ba9ceddde077149,117021511086001111040
0xf8f3addb186419fdd7e6cd4f7b6c06ab3d01e92a,3641482518547962368
0xc2e7d764d6a2c9e24c8172ab476852c8992a5f5b,244336157431716937728
0x9729c5a53a0514fd124a74c9fc83fc2e8b8161fb,690701399014332170240
0x7f8617413a1d82cbf02c24e0a74bd3546a32b9fc,6099620460371298484224
0xf4c70f98bda86e53bbae417abd08ce73c57296f8,40129503332541104128
0x9578380ecb0bb6e546c89fb595090645f8abffa2,978927485193472704512
0x79d2e55e30cd4183715f53517d5c5de850aba2cb,445102616990756962304
0x98ed3de65a3eaa55dcba3a2e287695b0948092d4,809388110649015926784
0xfb41cbf2ce16e8f626013a2f465521d27ba9a610,7209769408582396928
0x5f0ff52df8df2c5351c47b6711c33f36c5402909,282974299833294848000
0x9744706728e5db4d535dbf2fe1e6a4ea6cdb1ea7,6185030609393020928
0xa3a7739486ace332f3bb307c6e5ee175fa131839,78776795187683295232
0x9c54cfc3f78339ae1904a2b3cfc8622ba2fb4781,910700009965301399552
0x9c20b6eb1452e6ad77d67a8b5d86fddc384e93f3,280009876878497054720
0x9a3583a868156435ec9174b6310729b741d4379b,209595682248484192256
0x3d8bb79b2ee63178e0e9de6c199fb1df5bc33597,67102092439775764480
0x0bef24dca00c086713d3ecc897e0dd8cc156ba28,796441633855686049792
0x219dc7e52998432f3812cadae69085ec445395a3,11125735534056085504
0xfc1761ac1fcd39879cf68831dc7d4f4796293e5b,2223317216098378752
0x6371024c5ffdaefef716adce3cac52ac6181cd9d,1711332093553386979328
0xde078c11e0885fb28057436a4ab751189c1b3416,249478150334792171520
0x1f7d588333431870f107210feb039df470d5fe3c,173839617719626336
0x3bb8c7f964d49f11a2ef8a41a6cb00cbee8df53a,4208748639527794688
0xc9b8dafc1928070222167817ff0a0c92d15bb6a3,4034909021407427806
